text,label
The contract includes an option to deliver an additional 75 ASCs in the next phases of the project ,neutral
"M-real generated a turnover of EUR5 .6 bn in 2006 and has 15,500 employees ",neutral
The issuer is solely responsible for the content of this announcement ,neutral
"Martela said plans to expand its recycled furniture business elsewhere in Finland , too ",positive
"Even so , Tulikivi emissions are well below some of the strictest state standards including Washington and Colorado ",neutral
"The inaugural speech will be given by Hannu Kyrolainen , Finland 's Ambassador to the Czech Republic ",neutral
"Luxembourg-registered investment fund Amber Trust II has won the final approval of Lithuania 's Competition Council to acquire 29.6 percent of Sanitas , the country 's largest pharmaceutical producer ",positive
CDLI highlights the companies that provided the most comprehensive response to the Carbon Disclosure Project CDP information request ,positive
"Tornio Works employs 2,300 of whom more than 1,800 have been in the scope of the fixed-period or part-time temporary layoffs in April-October period ",negative
"In 2007 , Contempus generated revenue of NOK 69.3 ( approx ",neutral
Renesas Mobile Europe Ltd has approximately 470 employees in Oulu ,neutral
"Besides , Pit-Produkt will enter the new segments ",neutral
"The company generates net sales of about 600 mln euro $ 775.5 mln annually and employs 6,000 ",neutral
This corrensponds to 4.628 percent of Okmetic 's share capital and voting rights ,neutral
"It operates under three distinct brands : United Supermarkets , Market Street and United Supermercado ",neutral
Swedbank 's shares have been hardest hit of the Swedish banks by the ongoing international financial crisis ,negative
This PC application allows users to copy files and other data from their Nokia mobile device to their computer as well as create backup content ,neutral
"HUHTAMAKI OYJ STOCK EXCHANGE RELEASE 16.12.2008 AT 09:30 Huhtamaki Oyj has resolved to clarify the Group structure by separating the Foodservice and Consumer Goods businesses in its production unit in Hameenlinna , Finland by transferring the businesses into its wholly owned subsidiaries ",neutral
"no compensation for its news , opinions or distributions ",neutral
"In recent months , Capman has taken significant steps to simplify its operations , CEO Lennart Simonsen said ",positive
"In the first quarter of 2010 , the mark-to-market result was a pretax profit of EUR 133 million versus a loss of EUR 32 million in the same period last year ",positive
"Rapala VMC Corporation STOCK EXCHANGE RELEASE October 10 , 2008 at 11.45 am Kaupthing Bank Oyj ( `` Kapthing '' ) has informed Rapala VMC Corporation ( `` Rapala '' ) that it has interrupted the liquidity providing for Rapala 's share for the time being ",negative
"Votorantim Celulose e Papel ( VCP ) is part of the Votorantim Group , a major Brazilian conglomerate ",neutral
Stockmann MasterCard has widened the scope of this cooperation to Estonia and Latvia ,positive
"Some 3.8 mln euro ( $ 5.2 mln ) of the base acquisition price will be paid in cash and the rest through a subscription offering of a total of 850,000 new Ixonos shares ",neutral
`` The CHF is a great product ,positive
Mr Lee said he hoped that Neste 's move will ` pave the way for more collaboration projects between our two countries ' ,positive
Her last position in Nokia Siemens Networks was head of Business Human Resources NSN global IT ,neutral
The aim of the bridge solutions chosen is to minimize construction times while ensuring that traffic beneath the bridge on the Saimaa canal continues undisturbed ,neutral
Sanoma News ' advertising sales decreased by 22 % during the year ,negative
"The cost of the deal could range from 70 million to 90 million euros depending on the financial results of the two companies in 2008 , the statement says ",neutral
"It is part of the development of the world-class magnetite deposit at Karara , which has the known potential for over 30 million metric tons of annual processing of magnetite over its estimated 30-year life ",neutral
"EUR928 ,000 in Q1 2010 6 May 2010 - Finnish textile and clothing design company Marimekko Oyj ( HEL : MMO1V ) said today its net profit rose to EUR928 ,000 in the first quarter of 2010 from EUR13 ,000 in the corresponding period a year earlier ",positive
The report will be emailed within 2 business days of an order ,neutral
Pretax profit rose to EUR 0.6 mn from EUR 0.4 mn in the corresponding period in 2005 ,positive
"` Ruukki has experience of logistics construction , competence in project management and also has the best references in terms of steel frame production and installation , ' says Onodi Stefan , General Manager of Arxikon Construction Company SRL , which is Ruukki 's customer ",positive
"8,600 m , and at the time of investment it is fully leased to several tenants ",neutral
"ALEXANDRIA , Va. , May 16 -- Kenneth Bower of Vista , Calif. , has developed an ornamental design for a handset , the U.S. Patent & Trademark Office announced ",neutral
"The company said that paper demand increased in all of its main markets , including of publication papers , and that it increased average paper prices by 4 percent compared with last year ",positive
"LONDON ( AFX ) - Intertek Group PLC , a testing and inspection company , said its commercial and electrical division has bought Finland-based company Natlabs Oy from Etteplan Oyj for 1.3 mln eur in cash ",neutral
"Nordea Bank AB publ holds 6.000 Alma Media shares , representing 0.008 % of share capital and voting rights ",neutral
"Virala Oy Ab was allocated by the Board of Directors an amount of EUR 1,9 million which is EUR 0,25 million lower than maximum announced on 12/30/2010 ",neutral
"ALEXANDRIA , Va. , Jan. 9 -- United States Patent no. 7,862,685 , issued on Jan. 4 , was assigned to Kemira Chemicals Inc. ( Marietta , Ga. ) ",neutral
"In a separate announcement to the Helsinki stock exchange , Atria revealed that the company 's third quarter profits declined from EUR13 .9 m in the third quarter of last year to EUR12 .7 m in this year 's Q3 ",negative
"Cohen & Steers , Inc. : 5 534 626 shares representing 4.985 % of the share capital and voting rights ",neutral
The size of a cider bottle will remain unchanged ,neutral
The sales of the Tiimari segment fell by 4.0 % year-on-year to EUR3 .3 m in June 2010 ,negative
`` They want my credit card info and my personal details ,neutral
"LONDON ICIS -- Tikkurila has completed the sale of its powder coatings business to Finnish industrial coatings firm Teknos Group , the Finland-based decorative paints company said on Wednesday ",neutral
"The platform is based built on Intel s second-generation MID platform , called Moorestown ",neutral
"The apartment block will be well-located , in easy reach of the city center and close to both a school and kindergarten ",positive
"Earnings per share ( EPS ) amounted to EUR1 .37 , down from EUR2 .30 ",negative
"Fortum is looking to invest in several new production units , including a new waste-fired unit at its Brista combined heat and power ( CHP ) plant and a biofuels-based production unit at Vartan CHP plant ",neutral
"To choose BasWare as the tools for our Financial Service seemed like a natural continuation of our cooperation '' , says Tommi Leskinen , Financial Applications Manager , Neste Oil Corporation ",neutral
The idea of saving electricity in data transfer is still a new one ,neutral
The company will issue an inaugural Eurobond deal in the near future subject to market conditions ,neutral
"Jawad Williams scored 23 points in an impressive debut for Jerusalem , with Jason Rich adding 18 and Yuval Naimi chipping in with 16 points for Hapoel , which visits the yellow-and-blue next week ",positive
